max_depth,min_sample_split,criterion,splitter,precision,recall,f1,accuracy
10,5,gini,random,0.504275941573083,0.889816899145879,0.478074593771783,0.885031006485809
3,5,gini,random,0.504022138698794,0.867410415636375,0.477526613764272,0.884664829635562
3,5,gini,random,0.503732601281334,0.843471657387508,0.476707200554119,0.883574202182309
3,3,entropy,random,0.503731743567766,0.846396412802867,0.476367942887732,0.882407178120011
10,3,entropy,random,0.50425756201965,0.896568362249317,0.477209792299434,0.882162182097903
10,10,entropy,random,0.5042626881527,0.898637318710644,0.477061620307323,0.881622137102935
10,3,gini,random,0.504210889783555,0.90289521482083,0.476046209486123,0.878445091913024
5,3,entropy,best,0.504235453685046,0.918188874351717,0.474772872702754,0.873948229442726
5,5,entropy,best,0.504235453685046,0.918188874351717,0.474772872702754,0.873948229442726
5,10,entropy,best,0.504235453685046,0.918188874351717,0.474772872702754,0.873948229442726
5,3,gini,best,0.504217858139361,0.918919400012169,0.474485225598605,0.873070985621631
5,5,gini,best,0.504217858139361,0.918919400012169,0.474485225598605,0.873070985621631
5,10,gini,best,0.504217508729826,0.918914125347176,0.474481532219056,0.873060448158315
10,5,entropy,random,0.50396639278052,0.897197288844429,0.473661692202756,0.87173536214627
5,3,entropy,random,0.503658703493416,0.868602381837359,0.472827536391199,0.870689518912112
3,5,gini,random,0.503414379384863,0.846860490675896,0.472006132856968,0.869314379949315
10,10,gini,random,0.503946644989535,0.901791444847908,0.472891697171819,0.869230080242783
5,3,gini,random,0.503588844055475,0.876056663168979,0.470903192666053,0.864551446530277
5,10,gini,random,0.503425588541577,0.861428883770268,0.470276766877708,0.863368616273005
3,5,entropy,random,0.50323541437287,0.842419238192982,0.46977978407998,0.862778518327283
3,10,gini,random,0.503032365420809,0.835207498804692,0.467248435020854,0.855381219079131
5,5,entropy,random,0.502940264760649,0.855051736588641,0.462174981739848,0.838945410671289
5,5,entropy,random,0.502930819122205,0.859359742016259,0.461228874960335,0.835868471382884
10,5,gini,random,0.503150009388877,0.887229382586813,0.461466422727442,0.835465413411029
10,10,entropy,random,0.503038393573409,0.877824762991977,0.4605448467833,0.833033893750757
3,5,entropy,random,0.502475791544106,0.817169509518599,0.45759398669789,0.826355776373953
3,10,entropy,random,0.502375164686052,0.807710824607587,0.456655271438504,0.823816247714688
3,3,entropy,random,0.502297975165804,0.813384891063066,0.452829362193612,0.811785098973124
3,5,entropy,random,0.502539890913646,0.847980955519399,0.452908662481916,0.810799846153036
5,10,entropy,random,0.50252232758077,0.849064868293314,0.452101009860199,0.808291929883719
3,3,gini,best,0.501964528888698,0.851598742621159,0.423194502335371,0.722224563880737
3,5,gini,best,0.501964528888698,0.851598742621159,0.423194502335371,0.722224563880737
3,10,gini,best,0.501964528888698,0.851598742621159,0.423194502335371,0.722224563880737
3,3,entropy,best,0.501957327389337,0.85179916444983,0.422521950226016,0.720288304996338
3,5,entropy,best,0.501957327389337,0.85179916444983,0.422521950226016,0.720288304996338
3,10,entropy,best,0.501957327389337,0.85179916444983,0.422521950226016,0.720288304996338
5,3,gini,random,0.501750876901403,0.817826782805731,0.420595480227309,0.715509565382325
5,3,entropy,random,0.501622013491029,0.815550548686526,0.407328545824497,0.678249095095338
3,3,gini,random,0.501672408283449,0.830477588118297,0.403816217434756,0.668346513943698
